评论id,老师id,老师姓名,发表时间,点赞减去点踩数量,点赞量,点踩量,内容
213986,9977,YOU MINJUNG,2025-01-22 12:15:17,3,3,0,老师是韩国人，但中文说得不错，沟通很顺畅，人也特别好特别温柔。雷达点名，四次小测会赋分，有一次小组展示和一个自我介绍的视频。最主要的还是期末，期末其实有一定难度，建议是平时一定要及时消化单词（不仅仅是单词表上的，还有书上例句的一些词汇）和语法，多多阅读和使用韩语。最后给分还是很不错的。
214046,9977,YOU MINJUNG,2025-01-23 09:08:07,3,3,0,给分会捞，考试挺难
200460,10210,张燕飞,2024-10-17 08:17:27,16,16,0,美女班主任\n\n太好看了\n\n人美心善
208192,10210,张燕飞,2024-12-26 06:34:53,4,4,0,美女老师，人美心善～课真的很有意思，强推
208260,10210,张燕飞,2024-12-26 11:46:42,6,6,0,人美心善的老师一枚~\n\n上的数字人文与历史研究，可以感觉到老师真的很博学，也很认真地在教。一学期下来虽然任务略多，但确实是收获满满。如果上天再给我一次机会我还会选张燕飞老师的课！！
211564,10210,张燕飞,2025-01-12 02:32:33,4,4,0,看出来老师对论文要求有一点，但上课好好玩，给分也不错，最喜欢听老师讲题外话了嘿嘿
212075,10210,张燕飞,2025-01-13 06:56:49,2,2,0,张老师人美心善，上课真的很认真，能学到很多
212095,10210,张燕飞,2025-01-13 07:24:35,0,0,0,美女老师，课讲的不戳，事情少
214516,10210,张燕飞,2025-02-10 12:46:20,0,0,0,老师我是你的小粉丝
221499,10210,张燕飞,2025-06-24 05:03:27,0,0,0,老师好美，好喜欢老师啊~
217774,10331,杨丽娟,2025-04-16 08:32:02,1,1,0,给老师好评
219055,10577,侯浩然,2025-05-20 05:25:49,0,0,0,给分尚可，点名会提前在群内通知
220924,10577,侯浩然,2025-06-20 10:59:24,0,0,0,给分尚可，上课幽默风趣，PPT做的十分用心，填补了很多的知识盲区。
