评论id,老师id,老师姓名,发表时间,点赞减去点踩数量,点赞量,点踩量,内容
140888,4117,尹金荣,2021-09-17 07:36:37,0,0,0,讲的不错，下次别讲了。
83740,4280,王东,2018-07-11 06:46:43,0,1,1,给分不理解，上课很有意思
84058,4280,王东,2018-07-12 03:04:41,4,5,1,上老师的形策。老师感觉很忙上不了几节课，但讲的很好啊很幽默，事情也不多。最后给分也不错的～
88051,4280,王东,2018-10-21 02:41:54,0,1,1,好啊好
102594,4280,王东,2019-02-25 04:37:35,0,3,3,招生时说零门槛转专业，但实际门槛高的很；我山东省800多名骗我说进5+3，调剂到药学。\n\n草泥马，招生时说话水分这么大，你咋不去死呢
111839,4280,王东,2019-07-03 00:46:55,1,2,1,给分迷
111840,4280,王东,2019-07-03 00:48:45,1,2,1,几乎每次上课有三分之一的没去，结果每次都去的被正态。。。
111955,4280,王东,2019-07-03 04:22:15,1,1,0,上的形策 老师挺幽默的 但形策考试太难 分数一般
